Customer ID,Count,Quarter,Customer Status,Churn Label
4831-EOBFE,1,Q3,Churned,Yes
9170-GYZJC,1,Q3,Churned,Yes
2002-MZHWP,1,Q3,Churned,Yes
2004-OCQXK,1,Q3,Churned,Yes
5027-QPKTE,1,Q3,Churned,Yes
2672-HUYVI,1,Q3,Churned,Yes
7508-MYBOG,1,Q3,Churned,Yes
0148-DCDOS,1,Q3,Churned,Yes
9992-RRAMN,1,Q3,Churned,Yes
0310-MVLET,1,Q3,Churned,Yes
5696-QURRL,1,Q3,Churned,Yes
0495-RVCBF,1,Q3,Churned,Yes
7854-EDSSA,1,Q3,Churned,Yes
8869-TORSS,1,Q3,Churned,Yes
2115-BFTIW,1,Q3,Churned,Yes
0611-DFXKO,1,Q3,Churned,Yes
7780-OTDSO,1,Q3,Churned,Yes
9747-DDZOS,1,Q3,Churned,Yes
0564-JJHGS,1,Q3,Churned,Yes
3348-CFRNX,1,Q3,Churned,Yes
1428-GTBJJ,1,Q3,Churned,Yes
2249-YPRNG,1,Q3,Churned,Yes
7410-YTJIK,1,Q3,Churned,Yes
4626-GYCZP,1,Q3,Churned,Yes
5590-BYNII,1,Q3,Churned,Yes
3237-AJGEH,1,Q3,Churned,Yes
1591-NFNLQ,1,Q3,Churned,Yes
0596-BQCEQ,1,Q3,Churned,Yes
1481-ZUWZA,1,Q3,Churned,Yes
2309-OSFEU,1,Q3,Churned,Yes
7613-LLQFO,1,Q3,Churned,Yes
2640-PMGFL,1,Q3,Churned,Yes
3801-HMYNL,1,Q3,Churned,Yes
4484-CGXFK,1,Q3,Churned,Yes
6214-EDAKZ,1,Q3,Churned,Yes
6127-ISGTU,1,Q3,Churned,Yes
8740-XLHDR,1,Q3,Churned,Yes
1208-DNHLN,1,Q3,Churned,Yes
1761-AEZZR,1,Q3,Churned,Yes
7120-RFMVS,1,Q3,Churned,Yes
7317-GGVPB,1,Q3,Churned,Yes
1322-AGOQM,1,Q3,Churned,Yes
5692-FPTAH,1,Q3,Churned,Yes
1550-LOAHA,1,Q3,Churned,Yes
0268-QKIWO,1,Q3,Churned,Yes
0876-WDUUZ,1,Q3,Churned,Yes
0617-FHSGK,1,Q3,Churned,Yes
2858-MOFSQ,1,Q3,Churned,Yes
7005-CCBKV,1,Q3,Churned,Yes
4250-FDVOU,1,Q3,Churned,Yes
2141-RRYGO,1,Q3,Churned,Yes
6376-GAHQE,1,Q3,Churned,Yes
5052-PNLOS,1,Q3,Churned,Yes
6979-ZNSFF,1,Q3,Churned,Yes
2386-LAHRK,1,Q3,Churned,Yes
6032-IGALN,1,Q3,Churned,Yes
0516-WJVXC,1,Q3,Churned,Yes
8809-RIHDD,1,Q3,Churned,Yes
4822-NGOCH,1,Q3,Churned,Yes
1432-FPAXX,1,Q3,Churned,Yes
3884-HCSWG,1,Q3,Churned,Yes
5077-DXTCG,1,Q3,Churned,Yes
1142-WACZW,1,Q3,Churned,Yes
4892-VLANZ,1,Q3,Churned,Yes
2919-HBCJO,1,Q3,Churned,Yes
4236-XPXAV,1,Q3,Churned,Yes
3030-YZADT,1,Q3,Churned,Yes
7410-KTVFV,1,Q3,Churned,Yes
8393-DLHGA,1,Q3,Churned,Yes
2834-SPCJV,1,Q3,Churned,Yes
0587-DMGBH,1,Q3,Churned,Yes
3523-QRQLL,1,Q3,Churned,Yes
0895-DQHEW,1,Q3,Churned,Yes
8149-RSOUN,1,Q3,Churned,Yes
7250-EQKIY,1,Q3,Churned,Yes
4013-UBXWQ,1,Q3,Churned,Yes
5519-NPHVG,1,Q3,Churned,Yes
8849-GYOKR,1,Q3,Churned,Yes
3148-BLQJT,1,Q3,Churned,Yes
0461-CVKMU,1,Q3,Churned,Yes
8806-EAGWC,1,Q3,Churned,Yes
4183-WCSEP,1,Q3,Churned,Yes
5498-TXHLF,1,Q3,Churned,Yes
9722-UJOJR,1,Q3,Churned,Yes
6772-KSATR,1,Q3,Churned,Yes
7112-OPOTK,1,Q3,Churned,Yes
4210-QFJMF,1,Q3,Churned,Yes
5828-AVIPD,1,Q3,Churned,Yes
1086-LXKFY,1,Q3,Churned,Yes
7774-OJSXI,1,Q3,Churned,Yes
7786-WBJYI,1,Q3,Churned,Yes
5016-ETTFF,1,Q3,Churned,Yes
3866-MDTUB,1,Q3,Churned,Yes
0697-ZMSWS,1,Q3,Churned,Yes
7593-XFKDI,1,Q3,Churned,Yes
0337-CNPZE,1,Q3,Churned,Yes
1513-XNPPH,1,Q3,Churned,Yes
6347-DCUIK,1,Q3,Churned,Yes
0897-FEGMU,1,Q3,Churned,Yes
7663-RGWBC,1,Q3,Churned,Yes
1120-BMWUB,1,Q3,Churned,Yes
9124-LHCJQ,1,Q3,Churned,Yes
2235-ZGKPT,1,Q3,Churned,Yes
3891-PUQOD,1,Q3,Churned,Yes
0689-NKYLF,1,Q3,Churned,Yes
3658-KIBGF,1,Q3,Churned,Yes
5519-YLDGW,1,Q3,Churned,Yes
4946-EDSEW,1,Q3,Churned,Yes
8185-UPYBR,1,Q3,Churned,Yes
4585-HETAI,1,Q3,Churned,Yes
7526-BEZQB,1,Q3,Churned,Yes
4951-UKAAQ,1,Q3,Churned,Yes
2108-YKQTY,1,Q3,Churned,Yes
4918-QLLIW,1,Q3,Churned,Yes
1625-JAIIY,1,Q3,Churned,Yes
2947-DOMLJ,1,Q3,Churned,Yes
4112-LUEIZ,1,Q3,Churned,Yes
4510-HIMLV,1,Q3,Churned,Yes
2430-USGXP,1,Q3,Churned,Yes
5955-ERIHD,1,Q3,Churned,Yes
5949-EBSQK,1,Q3,Churned,Yes
7274-RTAPZ,1,Q3,Churned,Yes
0311-UNPFF,1,Q3,Churned,Yes
3834-XUIFC,1,Q3,Churned,Yes
7599-FKVXZ,1,Q3,Churned,Yes
8229-TNIQA,1,Q3,Churned,Yes
6221-AVQYL,1,Q3,Churned,Yes
7743-EXURX,1,Q3,Churned,Yes
5569-KGJHX,1,Q3,Churned,Yes
7730-IUTDZ,1,Q3,Churned,Yes
0426-TIRNE,1,Q3,Churned,Yes
7587-RZNME,1,Q3,Churned,Yes
0748-RDGGM,1,Q3,Churned,Yes
3746-EUBYR,1,Q3,Churned,Yes
2332-EFBJY,1,Q3,Churned,Yes
9474-PHLYD,1,Q3,Churned,Yes
2165-VOEGB,1,Q3,Churned,Yes
2219-MVUSO,1,Q3,Churned,Yes
8914-RBTSB,1,Q3,Churned,Yes
0963-ZBDRN,1,Q3,Churned,Yes
7594-RQHXR,1,Q3,Churned,Yes
6331-EWIEB,1,Q3,Churned,Yes
5998-VVEJY,1,Q3,Churned,Yes
4317-VTEOA,1,Q3,Churned,Yes
1670-SVOWZ,1,Q3,Churned,Yes
7541-YLXCL,1,Q3,Churned,Yes
0260-ZDLGK,1,Q3,Churned,Yes
8722-NGNBH,1,Q3,Churned,Yes
0133-BMFZO,1,Q3,Churned,Yes
6128-CZOMY,1,Q3,Churned,Yes
9540-JYROE,1,Q3,Churned,Yes
3656-TKRVZ,1,Q3,Churned,Yes
1501-SGHBW,1,Q3,Churned,Yes
3208-YPIOE,1,Q3,Churned,Yes
2612-RANWT,1,Q3,Churned,Yes
2933-FILNV,1,Q3,Churned,Yes
9986-BONCE,1,Q3,Churned,Yes
4083-EUGRJ,1,Q3,Churned,Yes
6410-LEFEN,1,Q3,Churned,Yes
3194-ORPIK,1,Q3,Churned,Yes
8816-VXNZD,1,Q3,Churned,Yes
9378-FXTIZ,1,Q3,Churned,Yes
1723-HKXJQ,1,Q3,Churned,Yes
7825-GKXMW,1,Q3,Churned,Yes
1240-KNSEZ,1,Q3,Churned,Yes
0836-SEYLU,1,Q3,Churned,Yes
3716-BDVDB,1,Q3,Churned,Yes
5899-MQZZL,1,Q3,Churned,Yes
6849-OYAMU,1,Q3,Churned,Yes
6038-GCYEC,1,Q3,Churned,Yes
1150-WFARN,1,Q3,Churned,Yes
3144-AUDBS,1,Q3,Churned,Yes
5616-PRTNT,1,Q3,Churned,Yes
6688-UZPWD,1,Q3,Churned,Yes
2839-RFSQE,1,Q3,Churned,Yes
0968-GSIKN,1,Q3,Churned,Yes
1965-DDBWU,1,Q3,Churned,Yes
9057-SIHCH,1,Q3,Churned,Yes
6771-XWBDM,1,Q3,Churned,Yes
8601-QACRS,1,Q3,Churned,Yes
2391-SOORI,1,Q3,Churned,Yes
2645-QTLMB,1,Q3,Churned,Yes
4806-HIPDW,1,Q3,Churned,Yes
8443-ZRDBZ,1,Q3,Churned,Yes
9136-ALYBR,1,Q3,Churned,Yes
7479-NITWS,1,Q3,Churned,Yes
2959-MJHIC,1,Q3,Churned,Yes
5960-WPXQM,1,Q3,Churned,Yes
0684-AOSIH,1,Q3,Churned,Yes
8260-NGFNY,1,Q3,Churned,Yes
1725-IQNIY,1,Q3,Churned,Yes
6598-RFFVI,1,Q3,Churned,Yes
8614-VGMMV,1,Q3,Churned,Yes
2930-UOTMB,1,Q3,Churned,Yes
2533-QVMSK,1,Q3,Churned,Yes
8625-AZYZY,1,Q3,Churned,Yes
9306-CPCBC,1,Q3,Churned,Yes
2656-TABEH,1,Q3,Churned,Yes
2325-ZUSFD,1,Q3,Churned,Yes
3932-CMDTD,1,Q3,Churned,Yes
3594-UVONA,1,Q3,Churned,Yes
0004-TLHLJ,1,Q3,Churned,Yes
5089-IFSDP,1,Q3,Churned,Yes
4817-VYYWS,1,Q3,Churned,Yes
1396-QWFBJ,1,Q3,Churned,Yes
5299-SJCZT,1,Q3,Churned,Yes
2898-LSJGD,1,Q3,Churned,Yes
7359-PTSXY,1,Q3,Churned,Yes
4503-BDXBD,1,Q3,Churned,Yes
6086-ESGRL,1,Q3,Churned,Yes
3886-CERTZ,1,Q3,Churned,Yes
5759-RCVCB,1,Q3,Churned,Yes
6372-RFVNS,1,Q3,Churned,Yes
8938-UMKPI,1,Q3,Churned,Yes
0991-BRRFB,1,Q3,Churned,Yes
6319-IEJWJ,1,Q3,Churned,Yes
9025-AOMKI,1,Q3,Churned,Yes
5275-SQEIZ,1,Q3,Churned,Yes
7716-YTYHG,1,Q3,Churned,Yes
4390-KYULV,1,Q3,Churned,Yes
8945-GRKHX,1,Q3,Churned,Yes
6959-UWKHF,1,Q3,Churned,Yes
3815-SLMEF,1,Q3,Churned,Yes
5154-VEKBL,1,Q3,Churned,Yes
4587-VVTOX,1,Q3,Churned,Yes
4652-NNHNY,1,Q3,Churned,Yes
8515-OCTJS,1,Q3,Churned,Yes
5261-QSHQM,1,Q3,Churned,Yes
8868-WOZGU,1,Q3,Churned,Yes
1334-FJSVR,1,Q3,Churned,Yes
7625-XCQRH,1,Q3,Churned,Yes
1731-TVIUK,1,Q3,Churned,Yes
0618-XWMSS,1,Q3,Churned,Yes
2565-JSLRY,1,Q3,Churned,Yes
6689-KXGBO,1,Q3,Churned,Yes
6615-NGGZJ,1,Q3,Churned,Yes
4255-DDUOU,1,Q3,Churned,Yes
2984-MIIZL,1,Q3,Churned,Yes
5590-YRFJT,1,Q3,Churned,Yes
3677-TNKIO,1,Q3,Churned,Yes
3329-WDIOK,1,Q3,Churned,Yes
2873-ZLIWT,1,Q3,Churned,Yes
3415-TAILE,1,Q3,Churned,Yes
1915-IOFGU,1,Q3,Churned,Yes
3045-XETSH,1,Q3,Churned,Yes
7239-HZZCX,1,Q3,Churned,Yes
7683-CBDKJ,1,Q3,Churned,Yes
0628-CNQRM,1,Q3,Churned,Yes
7665-TOALD,1,Q3,Churned,Yes
0112-QWPNC,1,Q3,Churned,Yes
2777-PHDEI,1,Q3,Churned,Yes
1196-AMORA,1,Q3,Churned,Yes
4282-YMKNA,1,Q3,Churned,Yes
5356-RHIPP,1,Q3,Churned,Yes
0746-JTRFU,1,Q3,Churned,Yes
4628-CTTLA,1,Q3,Churned,Yes
2876-VBBBL,1,Q3,Churned,Yes
6834-NXDCA,1,Q3,Churned,Yes
5597-GLBUC,1,Q3,Churned,Yes
2748-MYRVK,1,Q3,Churned,Yes
4822-YCXMX,1,Q3,Churned,Yes
9821-POOTN,1,Q3,Churned,Yes
6559-ILWKJ,1,Q3,Churned,Yes
4229-CZMLL,1,Q3,Churned,Yes
3663-MITLP,1,Q3,Churned,Yes
9025-ZRPVR,1,Q3,Churned,Yes
3285-UCQVC,1,Q3,Churned,Yes
3737-GCSPV,1,Q3,Churned,Yes
4088-YLDSU,1,Q3,Churned,Yes
5797-APWZC,1,Q3,Churned,Yes
3683-QKIUE,1,Q3,Churned,Yes
4228-ZGYUW,1,Q3,Churned,Yes
3519-ZKXGG,1,Q3,Churned,Yes
6416-TVAIH,1,Q3,Churned,Yes
5108-ADXWO,1,Q3,Churned,Yes
3066-RRJIO,1,Q3,Churned,Yes
6715-OFDBP,1,Q3,Churned,Yes
1567-DSCIC,1,Q3,Churned,Yes
2150-UWTFY,1,Q3,Churned,Yes
2683-BPJSO,1,Q3,Churned,Yes
2157-MXBJS,1,Q3,Churned,Yes
1087-UDSIH,1,Q3,Churned,Yes
5445-PZWGX,1,Q3,Churned,Yes
9170-CCKOU,1,Q3,Churned,Yes
1043-YCUTE,1,Q3,Churned,Yes
3814-MLAXC,1,Q3,Churned,Yes
1226-UDFZR,1,Q3,Churned,Yes
5442-UTCVD,1,Q3,Churned,Yes
7734-DBOAI,1,Q3,Churned,Yes
2114-MGINA,1,Q3,Churned,Yes
4489-SNOJF,1,Q3,Churned,Yes
2187-LZGPL,1,Q3,Churned,Yes
9019-QVLZD,1,Q3,Churned,Yes
3707-LRWZD,1,Q3,Churned,Yes
1455-ESIQH,1,Q3,Churned,Yes
2979-SXESE,1,Q3,Churned,Yes
4013-TLDHQ,1,Q3,Churned,Yes
6121-VZNQB,1,Q3,Churned,Yes
6996-KNSML,1,Q3,Churned,Yes
2592-SEIFQ,1,Q3,Churned,Yes
8642-GVWRF,1,Q3,Churned,Yes
3400-ESFUW,1,Q3,Churned,Yes
2057-ZBLPD,1,Q3,Churned,Yes
5502-RLUYV,1,Q3,Churned,Yes
9039-RBEEE,1,Q3,Churned,Yes
8417-FMLZI,1,Q3,Churned,Yes
0515-YPMCW,1,Q3,Churned,Yes
0378-XSZPU,1,Q3,Churned,Yes
4729-XKASR,1,Q3,Churned,Yes
5449-FIBXJ,1,Q3,Churned,Yes
9837-BMCLM,1,Q3,Churned,Yes
0137-UDEUO,1,Q3,Churned,Yes
4925-LMHOK,1,Q3,Churned,Yes
1455-UGQVH,1,Q3,Churned,Yes
8280-MQRQN,1,Q3,Churned,Yes
2037-SGXHH,1,Q3,Churned,Yes
3178-FESZO,1,Q3,Churned,Yes
6087-MVHJH,1,Q3,Churned,Yes
4603-JANFB,1,Q3,Churned,Yes
3018-TFTSU,1,Q3,Churned,Yes
4806-KEXQR,1,Q3,Churned,Yes
7083-YNSKY,1,Q3,Churned,Yes
7434-SHXLS,1,Q3,Churned,Yes
7908-QCBCA,1,Q3,Churned,Yes
6711-FLDFB,1,Q3,Churned,Yes
4702-IOQDC,1,Q3,Churned,Yes
6178-KFNHS,1,Q3,Churned,Yes
1264-BYWMS,1,Q3,Churned,Yes
9658-WYUFB,1,Q3,Churned,Yes
2013-SGDXK,1,Q3,Churned,Yes
3506-LCJDC,1,Q3,Churned,Yes
3934-HXCFZ,1,Q3,Churned,Yes
7666-WKRON,1,Q3,Churned,Yes
4910-AQFFX,1,Q3,Churned,Yes
2154-KVJFF,1,Q3,Churned,Yes
9647-ERGBE,1,Q3,Churned,Yes
3428-XZMAZ,1,Q3,Churned,Yes
0378-TOVMS,1,Q3,Churned,Yes
4355-HBJHH,1,Q3,Churned,Yes
0318-QUUOB,1,Q3,Churned,Yes
5520-FVEWJ,1,Q3,Churned,Yes
5572-ZDXHY,1,Q3,Churned,Yes
3750-CKVKH,1,Q3,Churned,Yes
4547-KQRTM,1,Q3,Churned,Yes
4877-EVATK,1,Q3,Churned,Yes
7639-SUPCW,1,Q3,Churned,Yes
4658-HCOHW,1,Q3,Churned,Yes
3440-JPSCL,1,Q3,Churned,Yes
2889-FPWRM,1,Q3,Churned,Yes
4290-BSXUX,1,Q3,Churned,Yes
0325-XBFAC,1,Q3,Churned,Yes
2462-XIIJB,1,Q3,Churned,Yes
4760-XOHVN,1,Q3,Churned,Yes
7817-BOQPW,1,Q3,Churned,Yes
1853-UDXBW,1,Q3,Churned,Yes
5458-CQJTA,1,Q3,Churned,Yes
5219-YIPTK,1,Q3,Churned,Yes
3540-RZJYU,1,Q3,Churned,Yes
2091-MJTFX,1,Q3,Churned,Yes
0883-EIBTI,1,Q3,Churned,Yes
7571-YXDAD,1,Q3,Churned,Yes
3393-FMZPV,1,Q3,Churned,Yes
7486-KSRVI,1,Q3,Churned,Yes
8443-WVPSS,1,Q3,Churned,Yes
3006-XIMLN,1,Q3,Churned,Yes
6305-YLBMM,1,Q3,Churned,Yes
3647-GMGDH,1,Q3,Churned,Yes
6595-COKXZ,1,Q3,Churned,Yes
0362-ZBZWJ,1,Q3,Churned,Yes
4211-MMAZN,1,Q3,Churned,Yes
4274-OWWYO,1,Q3,Churned,Yes
1541-ETJZO,1,Q3,Churned,Yes
4106-HADHQ,1,Q3,Churned,Yes
2369-UAPKZ,1,Q3,Churned,Yes
0637-KVDLV,1,Q3,Churned,Yes
6633-MPWBS,1,Q3,Churned,Yes
8785-EPNCG,1,Q3,Churned,Yes
5729-KLZAR,1,Q3,Churned,Yes
1582-RAFML,1,Q3,Churned,Yes
8740-CRYFY,1,Q3,Churned,Yes
2962-XPMCQ,1,Q3,Churned,Yes
1678-FYZOW,1,Q3,Churned,Yes
8627-EHGIP,1,Q3,Churned,Yes
5480-TBGPH,1,Q3,Churned,Yes
8854-CCVSQ,1,Q3,Churned,Yes
0511-JTEOY,1,Q3,Churned,Yes
6532-YLWSI,1,Q3,Churned,Yes
5175-AOBHI,1,Q3,Churned,Yes
5174-RNGBH,1,Q3,Churned,Yes
7270-BDIOA,1,Q3,Churned,Yes
9565-JSNFM,1,Q3,Churned,Yes
0607-DAAHE,1,Q3,Churned,Yes
9732-KPKBW,1,Q3,Churned,Yes
9560-ARGQJ,1,Q3,Churned,Yes
5134-IKDAY,1,Q3,Churned,Yes
5380-AFSSK,1,Q3,Churned,Yes
8714-EUHJO,1,Q3,Churned,Yes
3721-CNEYS,1,Q3,Churned,Yes
2568-OIADY,1,Q3,Churned,Yes
1193-RTSLK,1,Q3,Churned,Yes
5923-GXUOC,1,Q3,Churned,Yes
4432-ADRLB,1,Q3,Churned,Yes
8993-PHFWD,1,Q3,Churned,Yes
1565-RHDJD,1,Q3,Churned,Yes
3765-JXVKY,1,Q3,Churned,Yes
7330-WZLNC,1,Q3,Churned,Yes
6635-MYYYZ,1,Q3,Churned,Yes
5378-IKEEG,1,Q3,Churned,Yes
6413-XKKPU,1,Q3,Churned,Yes
1449-XQEMT,1,Q3,Churned,Yes
2626-URJFX,1,Q3,Churned,Yes
2612-RRIDN,1,Q3,Churned,Yes
4735-ASGMA,1,Q3,Churned,Yes
3669-LVWZB,1,Q3,Churned,Yes
6892-EZDTG,1,Q3,Churned,Yes
9725-SCPZG,1,Q3,Churned,Yes
5884-GCYMI,1,Q3,Churned,Yes
7853-GVUDZ,1,Q3,Churned,Yes
3943-KDREE,1,Q3,Churned,Yes
9239-ZBZZV,1,Q3,Churned,Yes
4398-HSCJH,1,Q3,Churned,Yes
4430-UZIPO,1,Q3,Churned,Yes
4855-SNKMY,1,Q3,Churned,Yes
8008-HAWED,1,Q3,Churned,Yes
1502-XFCVR,1,Q3,Churned,Yes
9692-TUSXH,1,Q3,Churned,Yes
7912-SYRQT,1,Q3,Churned,Yes
8292-TYSPY,1,Q3,Churned,Yes
1867-BDVFH,1,Q3,Churned,Yes
2359-QWQUL,1,Q3,Churned,Yes
9103-TCIHJ,1,Q3,Churned,Yes
4140-WJAWW,1,Q3,Churned,Yes
6653-CBBOM,1,Q3,Churned,Yes
6101-IMRMM,1,Q3,Churned,Yes
8943-URTMR,1,Q3,Churned,Yes
2955-PSXOE,1,Q3,Churned,Yes
7762-URZQH,1,Q3,Churned,Yes
6907-NZZIJ,1,Q3,Churned,Yes
2911-UREFD,1,Q3,Churned,Yes
3744-ZRRDZ,1,Q3,Churned,Yes
5673-TIYIB,1,Q3,Churned,Yes
1602-IJQQE,1,Q3,Churned,Yes
4628-WQCQQ,1,Q3,Churned,Yes
1644-IRKSF,1,Q3,Churned,Yes
3705-PSNGL,1,Q3,Churned,Yes
2606-RMDHZ,1,Q3,Churned,Yes
6861-OKBCE,1,Q3,Churned,Yes
9940-RHLFB,1,Q3,Churned,Yes
1383-EZRWL,1,Q3,Churned,Yes
4759-TRPLW,1,Q3,Churned,Yes
8563-IIOXK,1,Q3,Churned,Yes
2982-VPSGI,1,Q3,Churned,Yes
8199-ZLLSA,1,Q3,Churned,Yes
4625-EWPTF,1,Q3,Churned,Yes
5980-NOPLP,1,Q3,Churned,Yes
9874-QLCLH,1,Q3,Churned,Yes
6000-APYLU,1,Q3,Churned,Yes
0947-IDHRQ,1,Q3,Churned,Yes
9048-JVYVF,1,Q3,Churned,Yes
1902-XBTFB,1,Q3,Churned,Yes
2794-XIMMO,1,Q3,Churned,Yes
8382-SHQEH,1,Q3,Churned,Yes
2983-ZANRP,1,Q3,Churned,Yes
7845-URHJN,1,Q3,Churned,Yes
3034-ZBEQN,1,Q3,Churned,Yes
0302-JOIVN,1,Q3,Churned,Yes
5366-IJEQJ,1,Q3,Churned,Yes
1981-INRFU,1,Q3,Churned,Yes
4971-PUYQO,1,Q3,Churned,Yes
1527-SXDPN,1,Q3,Churned,Yes
8634-CILSZ,1,Q3,Churned,Yes
6682-QJDGB,1,Q3,Churned,Yes
8780-IXSTS,1,Q3,Churned,Yes
9530-EHPOH,1,Q3,Churned,Yes
0345-HKJVM,1,Q3,Churned,Yes
3049-SOLAY,1,Q3,Churned,Yes
3235-ETOOB,1,Q3,Churned,Yes
8058-INTPH,1,Q3,Churned,Yes
8821-XNHVZ,1,Q3,Churned,Yes
2082-OJVTK,1,Q3,Churned,Yes
5940-NFXKV,1,Q3,Churned,Yes
8053-WWDRO,1,Q3,Churned,Yes
9564-KCLHR,1,Q3,Churned,Yes
2082-CEFLT,1,Q3,Churned,Yes
1213-NGCUN,1,Q3,Churned,Yes
5688-KZTSN,1,Q3,Churned,Yes
2894-QOJRX,1,Q3,Churned,Yes
3143-JQEGI,1,Q3,Churned,Yes
6386-SZZKH,1,Q3,Churned,Yes
3521-SYVOR,1,Q3,Churned,Yes
9526-JAWYF,1,Q3,Churned,Yes
5649-VUKMC,1,Q3,Churned,Yes
4919-IKATY,1,Q3,Churned,Yes
9050-QLROH,1,Q3,Churned,Yes
0877-SDMBN,1,Q3,Churned,Yes
8065-YKXKD,1,Q3,Churned,Yes
9637-EIHEQ,1,Q3,Churned,Yes
9689-PTNPG,1,Q3,Churned,Yes
9465-RWMXL,1,Q3,Churned,Yes
2362-IBOOY,1,Q3,Churned,Yes
0843-WTBXE,1,Q3,Churned,Yes
5515-IDEJJ,1,Q3,Churned,Yes
5376-DEQCP,1,Q3,Churned,Yes
9095-HFAFX,1,Q3,Churned,Yes
2379-ENZGV,1,Q3,Churned,Yes
2722-VOJQL,1,Q3,Churned,Yes
5228-EXCET,1,Q3,Churned,Yes
7394-FKDNK,1,Q3,Churned,Yes
6331-LWDTQ,1,Q3,Churned,Yes
1597-FZREH,1,Q3,Churned,Yes
0727-IWKVK,1,Q3,Churned,Yes
3512-IZIKN,1,Q3,Churned,Yes
6141-OOXUQ,1,Q3,Churned,Yes
7503-ZGUZJ,1,Q3,Churned,Yes
8718-PTMEZ,1,Q3,Churned,Yes
2207-OBZNX,1,Q3,Churned,Yes
6142-VSJQO,1,Q3,Churned,Yes
6437-UKHMV,1,Q3,Churned,Yes
1114-CENIM,1,Q3,Churned,Yes
6289-CPNLD,1,Q3,Churned,Yes
5536-SLHPM,1,Q3,Churned,Yes
8837-VVWLQ,1,Q3,Churned,Yes
2696-NARTR,1,Q3,Churned,Yes
7614-QVWQL,1,Q3,Churned,Yes
1809-DMJHQ,1,Q3,Churned,Yes
6923-EFPNL,1,Q3,Churned,Yes
9574-RKJIF,1,Q3,Churned,Yes
2619-WFQWU,1,Q3,Churned,Yes
0778-NELLA,1,Q3,Churned,Yes
4614-NUVZD,1,Q3,Churned,Yes
3803-KMQFW,1,Q3,Churned,Yes
6804-GDMOI,1,Q3,Churned,Yes
9572-MTILT,1,Q3,Churned,Yes
9611-CTWIH,1,Q3,Churned,Yes
0329-GTIAJ,1,Q3,Churned,Yes
6629-CZTTH,1,Q3,Churned,Yes
5364-EVNIB,1,Q3,Churned,Yes
5087-SUURX,1,Q3,Churned,Yes
4929-BSTRX,1,Q3,Churned,Yes
2225-ZRGSG,1,Q3,Churned,Yes
5271-YNWVR,1,Q3,Churned,Yes
6330-JKLPC,1,Q3,Churned,Yes
4667-OHGKG,1,Q3,Churned,Yes
1660-HSOOQ,1,Q3,Churned,Yes
7253-UVNDW,1,Q3,Churned,Yes
7228-OMTPN,1,Q3,Churned,Yes
2344-JMOGN,1,Q3,Churned,Yes
3799-ISUZQ,1,Q3,Churned,Yes
1794-HBQTJ,1,Q3,Churned,Yes
4818-DRBQT,1,Q3,Churned,Yes
1320-HTRDR,1,Q3,Churned,Yes
1493-AMTIE,1,Q3,Churned,Yes
6424-ELEYH,1,Q3,Churned,Yes
4391-RESHN,1,Q3,Churned,Yes
6821-BUXUX,1,Q3,Churned,Yes
9801-GDWGV,1,Q3,Churned,Yes
2320-JRSDE,1,Q3,Churned,Yes
0601-WZHJF,1,Q3,Churned,Yes
5143-WMWOG,1,Q3,Churned,Yes
5393-RXQSZ,1,Q3,Churned,Yes
0231-LXVAP,1,Q3,Churned,Yes
9444-JTXHZ,1,Q3,Churned,Yes
5510-BOIUJ,1,Q3,Churned,Yes
4471-KXAUH,1,Q3,Churned,Yes
7638-QVMVY,1,Q3,Churned,Yes
3244-DCJWY,1,Q3,Churned,Yes
7812-FZHPE,1,Q3,Churned,Yes
4797-AXPXK,1,Q3,Churned,Yes
5229-PRWKT,1,Q3,Churned,Yes
5057-LCOUI,1,Q3,Churned,Yes
0156-FVPTA,1,Q3,Churned,Yes
1984-FCOWB,1,Q3,Churned,Yes
0654-HMSHN,1,Q3,Churned,Yes
5196-SGOAK,1,Q3,Churned,Yes
6108-OQZDQ,1,Q3,Churned,Yes
0363-QJVFX,1,Q3,Churned,Yes
9840-DVNDC,1,Q3,Churned,Yes
8042-JVNFH,1,Q3,Churned,Yes
3374-LXDEV,1,Q3,Churned,Yes
5049-GLYVG,1,Q3,Churned,Yes
5883-GTGVD,1,Q3,Churned,Yes
4817-QRJSX,1,Q3,Churned,Yes
9985-MWVIX,1,Q3,Churned,Yes
2237-ZFSMY,1,Q3,Churned,Yes
6711-VTNRE,1,Q3,Churned,Yes
4548-SDBKE,1,Q3,Churned,Yes
8066-POXGX,1,Q3,Churned,Yes
4143-OOBWZ,1,Q3,Churned,Yes
7854-EKTJL,1,Q3,Churned,Yes
9102-IAYHT,1,Q3,Churned,Yes
3422-LYEPQ,1,Q3,Churned,Yes
4361-JEIVL,1,Q3,Churned,Yes
9507-EXLTT,1,Q3,Churned,Yes
9846-GKXAS,1,Q3,Churned,Yes
6017-PPLPX,1,Q3,Churned,Yes
4581-SSPWD,1,Q3,Churned,Yes
0378-NHQXU,1,Q3,Churned,Yes
4512-ZUIYL,1,Q3,Churned,Yes
7969-AULMZ,1,Q3,Churned,Yes
0568-ONFPC,1,Q3,Churned,Yes
0733-VUNUW,1,Q3,Churned,Yes
4550-EVXNY,1,Q3,Churned,Yes
2968-SSGAA,1,Q3,Churned,Yes
6777-TGHTM,1,Q3,Churned,Yes
3538-WZPHD,1,Q3,Churned,Yes
8610-WFCJF,1,Q3,Churned,Yes
