Customer ID,Referred a Friend,Tenure in Months,Phone Service,Multiple Lines,Internet Service,Internet Type,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges
9972-VAFJJ,Yes,53,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,94.0,4871.45
5981-ZVXOT,No,35,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,108.35,3726.15
2274-XUATA,Yes,72,No,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,63.1,4685.55
0666-UXTJO,Yes,34,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Month-to-Month,Yes,Credit Card,85.2,2874.45
1035-IPQPU,Yes,63,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.5,6479.4
2235-DWLJU,No,6,No,No,Yes,DSL,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,44.4,263.05
3605-JISKB,Yes,55,Yes,Yes,Yes,Cable,Yes,Yes,No,No,No,No,No,One Year,No,Credit Card,60.0,3316.1
3668-QPYBK,No,2,Yes,No,Yes,DSL,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,53.85,108.15
9237-HQITU,No,2,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,70.7,151.65
9305-CDSKC,No,8,Yes,Yes,Yes,Cable,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.65,820.5
7892-POOKP,No,28,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.8,3046.05
0280-XJGEX,No,49,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.7,5036.3
4190-MFLUW,Yes,10,Yes,No,Yes,Cable,No,No,Yes,Yes,No,No,No,Month-to-Month,No,Credit Card,55.2,528.35
1066-JKSGK,No,1,Yes,No,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.15,20.15
6467-CHFZW,Yes,47,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.35,4749.15
8665-UTDHZ,Yes,1,No,No,Yes,DSL,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,30.2,30.2
8773-HHUOZ,No,17,Yes,No,Yes,Cable,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,64.7,1093.1
6047-YHPVI,No,5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.7,316.9
5380-WJKOV,No,34,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.35,3549.25
8168-UQWWF,No,11,Yes,Yes,Yes,Cable,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,97.85,1105.4
7760-OYPDY,No,2,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,80.65,144.15
9420-LOJKX,No,15,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,99.1,1426.4
5698-BQJOH,No,9,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,94.4,857.25
5919-TMRGD,No,1,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,79.35,79.35
9191-MYQKX,Yes,7,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,75.15,496.9
8637-XJIVR,No,12,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,78.95,927.35
0278-YXOOG,No,5,Yes,No,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,21.05,113.85
3192-NQECA,Yes,68,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,110.0,7611.85
0486-HECZI,No,55,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,96.75,5238.9
5299-RULOA,Yes,10,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.25,1064.65
0404-SWRVG,No,3,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.4,229.55
6207-WIOLX,Yes,25,No,No,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,58.6,1502.65
3091-FYHKI,No,1,No,No,Yes,DSL,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,35.45,35.45
2372-HWUHI,No,2,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,44.35,81.25
4080-OGPJL,No,8,Yes,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,71.15,563.65
2135-RXIHG,No,1,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,45.65,45.65
3874-EQOEP,No,7,Yes,Yes,Yes,Cable,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,95.0,655.5
0867-MKZVY,Yes,20,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,82.4,1592.35
3376-BMGFE,No,4,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,70.9,273.0
1875-QIVME,Yes,2,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.4,242.8
0691-JVSYA,Yes,53,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,94.85,5000.2
6317-YPKDH,No,1,No,No,Yes,DSL,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,29.95,29.95
9367-WXLCH,No,8,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,84.5,662.65
1918-ZBFQJ,No,13,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,79.25,1111.65
2472-OVKUP,Yes,6,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,91.0,531.0
1285-OKIPP,No,1,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,79.9,79.9
7825-ECJRF,No,19,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.6,1934.45
9408-SSNVZ,No,4,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,70.15,268.35
0742-MOABM,Yes,4,Yes,No,Yes,Cable,No,No,No,Yes,No,No,No,Month-to-Month,No,Credit Card,50.05,179.35
2232-DMLXU,No,1,Yes,No,Yes,DSL,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Credit Card,55.2,55.2
8937-RDTHP,No,1,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,84.6,84.6
1251-KRREG,No,2,Yes,Yes,Yes,DSL,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,54.4,114.1
0322-YINQP,No,1,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,48.55,48.55
4629-NRXKX,Yes,2,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,70.4,147.15
4959-JOSRX,Yes,2,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,44.6,80.55
6323-AYBRX,No,59,Yes,No,No,None,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.35,1099.6
6366-ZGQGL,No,1,No,No,Yes,Cable,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,24.8,24.8
5940-AHUHD,No,1,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,70.6,70.6
6432-TWQLB,Yes,5,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,85.4,401.1
4484-GLZOU,Yes,52,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.05,5624.85
9512-UIBFX,Yes,18,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,95.15,1779.95
5583-SXDAG,Yes,1,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,70.0,70.0
3580-REOAC,No,10,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,44.85,435.4
6390-DSAZX,No,1,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,73.6,73.6
7563-BIUPC,No,5,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,80.6,415.55
2321-OMBXY,Yes,38,Yes,No,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,80.3,3058.65
0122-OAHPZ,No,7,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.85,511.25
2868-SNELZ,No,2,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Month-to-Month,No,Credit Card,80.6,155.8
4322-RCYMT,Yes,68,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Yes,One Year,Yes,Bank Withdrawal,75.8,5293.95
6680-NENYN,No,43,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.6,4759.85
1343-EHPYB,Yes,63,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.4,6603.0
2034-GDRCN,No,2,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.4,168.2
0219-YTZUE,Yes,4,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.8,371.9
4572-DVCGN,No,10,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.25,846.0
1010-DIAUQ,No,5,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,96.5,492.55
0259-GBZSH,No,2,Yes,Yes,Yes,Cable,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.65,181.5
9601-BRXPO,Yes,25,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.95,2566.5
6905-NIQIN,No,1,Yes,No,Yes,DSL,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.65,50.65
5167-ZFFMM,No,1,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,90.85,90.85
6599-CEBNN,No,34,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,73.95,2524.45
0979-PHULV,Yes,69,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,99.45,7007.6
4800-VHZKI,No,1,Yes,No,No,None,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.9,19.9
7989-CHGTL,No,1,Yes,No,No,None,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.6,19.6
0578-SKVMF,Yes,22,Yes,No,Yes,Cable,No,Yes,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,83.3,1845.9
9063-ZGTUY,Yes,61,Yes,No,No,None,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.4,1182.55
2957-LOLHO,No,12,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,45.4,518.9
7752-XUSCI,No,60,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.9,6396.45
4110-PFEUZ,No,1,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,69.55,69.55
0256-LTHVJ,Yes,28,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,81.05,2227.1
0880-TKATG,Yes,4,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,101.15,385.9
3811-VBYBZ,No,7,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.8,673.25
4640-UHDOS,Yes,13,Yes,No,Yes,DSL,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,55.95,734.35
3583-EKAPL,No,1,Yes,No,Yes,Cable,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,55.0,55.0
9399-APLBT,No,1,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,74.7,74.7
2359-KMGLI,No,24,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,80.25,1861.5
0306-JAELE,No,5,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.1,453.4
6227-HWPWX,No,15,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,69.0,994.8
0447-BEMNG,Yes,48,No,No,Yes,Cable,Yes,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,45.3,2145.0
5949-XIKAE,Yes,8,Yes,No,Yes,Cable,No,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,83.55,680.05
8372-JUXUI,No,1,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,74.35,74.35
0388-EOPEX,Yes,2,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,74.4,139.4
8205-OTCHB,No,22,No,No,Yes,DSL,No,Yes,Yes,No,No,Yes,Yes,One Year,Yes,Bank Withdrawal,43.75,903.6
7783-YKGDV,No,12,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.7,1238.45
7218-HKQFK,Yes,2,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.2,167.5
4636-QRJKY,Yes,6,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,80.5,502.85
9412-GHEEC,No,40,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,104.8,4131.95
6825-UYPFK,No,23,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,75.6,1758.6
8397-MVTAZ,Yes,34,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.05,3480.0
9282-IZGQK,No,1,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.0,85.0
1342-JPNKI,No,10,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,86.05,834.1
2817-NTQDO,No,13,No,No,Yes,DSL,Yes,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Credit Card,45.55,597.0
6986-IJDHX,Yes,39,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Credit Card,86.3,3266.0
5301-GAUUY,No,32,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,80.35,2596.15
0939-YAPAF,No,35,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.25,3527.6
4710-FDUIZ,Yes,56,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,100.3,5614.45
1218-VKFPE,Yes,12,Yes,No,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.0,233.55
3627-FHKBK,No,1,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,75.3,75.3
0719-SYFRB,No,12,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Month-to-Month,Yes,Mailed Check,61.65,713.75
6543-CPZMK,Yes,9,No,No,Yes,DSL,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,29.95,248.95
4765-OXPPD,Yes,9,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,No,No,No,Month-to-Month,No,Mailed Check,65.0,663.05
1009-IRMNA,No,7,Yes,No,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.0,137.6
7207-RMRDB,Yes,65,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.5,6985.65
0195-IESCP,Yes,10,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.25,855.3
4580-TMHJU,Yes,43,Yes,No,Yes,DSL,No,No,No,No,Yes,No,No,Month-to-Month,No,Bank Withdrawal,56.15,2499.3
0970-ETWGE,No,1,Yes,No,Yes,Cable,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.55,89.55
0887-HJGAR,No,1,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,45.7,45.7
9576-ANLXO,No,3,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.55,222.3
2024-BASKD,No,1,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Mailed Check,74.6,74.6
4464-JCOLN,Yes,2,Yes,No,No,None,No,No,No,No,No,No,No,One Year,No,Mailed Check,19.85,35.9
5650-VDUDS,No,4,No,No,Yes,Cable,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,24.25,96.05
7538-GWHML,No,2,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,69.65,145.15
3859-CVCET,No,4,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,45.65,191.05
3276-HDUEG,No,1,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,75.05,75.05
0822-GAVAP,No,2,No,No,Yes,DSL,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,34.7,62.25
1448-PWKYE,Yes,1,Yes,No,Yes,Cable,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,80.0,80.0
2276-YDAVZ,No,3,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,75.1,270.7
5896-NPFWW,Yes,3,Yes,No,Yes,Cable,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,50.15,168.15
7133-VBDCG,No,25,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,79.85,2015.35
1029-QFBEN,No,1,Yes,No,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.55,19.55
4952-YSOGZ,Yes,4,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.95,381.3
1589-AGTLK,No,3,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,45.35,141.5
6439-GTPCA,No,45,Yes,Yes,Yes,Cable,No,No,Yes,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,87.25,3941.7
5138-WVKYJ,No,10,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,98.55,1008.55
2189-WWOEW,No,15,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.9,1269.55
1894-IGFSG,No,22,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,89.25,1907.85
7379-POKDZ,Yes,3,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,70.3,208.85
0236-HFWSV,No,15,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.35,1444.65
3900-AQPHZ,No,1,Yes,No,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.9,19.9
5842-POCOP,Yes,5,Yes,No,Yes,Cable,Yes,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,88.9,454.15
2037-XJFUP,Yes,33,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,95.8,3036.75
7314-OXENN,No,2,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,82.0,184.65
0322-CHQRU,No,2,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,45.35,89.5
4678-DVQEO,No,1,Yes,No,Yes,DSL,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,52.2,52.2
3009-JWMPU,No,62,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,96.75,6125.4
1450-GALXR,No,10,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.5,1058.25
3138-BKYAV,No,6,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,85.35,489.45
4289-DTDKW,Yes,40,Yes,Yes,Yes,Cable,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.3,4113.1
1820-TQVEV,No,1,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.55,69.55
2239-JALAW,No,58,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.25,6017.65
4853-RULSV,No,70,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,104.0,7250.15
0115-TFERT,Yes,21,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,111.2,2317.1
2311-QYMUQ,Yes,16,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Month-to-Month,Yes,Credit Card,89.45,1430.25
3104-OWCGK,Yes,60,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,Yes,One Year,No,Bank Withdrawal,90.95,5453.4
9101-BWFSS,Yes,50,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,108.55,5610.7
6982-SSHFK,No,1,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,44.4,44.4
1038-ZAGBI,Yes,12,Yes,No,No,None,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.8,229.6
3027-ZTDHO,No,1,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.9,89.9
2382-BCKQJ,No,62,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,100.15,6413.65
2207-NHRJK,No,1,Yes,No,Yes,DSL,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,50.8,50.8
9944-HKVVB,No,3,Yes,No,Yes,Cable,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.1,307.4
4124-MMETB,No,22,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,94.65,2104.55
3671-SHRSP,Yes,4,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,No,No,No,Month-to-Month,Yes,Mailed Check,80.6,319.15
3313-QKNKB,No,59,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,One Year,No,Bank Withdrawal,85.55,5084.65
5073-WXOYN,No,60,No,No,Yes,Cable,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,50.8,3027.4
0207-MDKNV,No,15,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,105.1,1582.75
9851-KIELU,No,10,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,110.1,1043.3
3908-BLSYF,No,6,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,83.9,497.55
7549-MYGPK,Yes,63,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,100.55,6215.35
